# ==============================================================================
# = this is a lyndis reference file. Lines that start with '#' like this one are
# = comments, and are ignored by lyndis. lyndis also ignores any blank lines.
# =
# = this file describes information about the base binary, such as its location
# = within the address space, what objects are available, and which regions can
# = be considered "free space".
# =
# = lyndis is very experimental: don't expect the format to be stable.
# ==============================================================================

# define where the binary (ROM) is locacted within the address space
binary 0x08000000 0x02000000

# define which regions are "free space" by default
free 0x0869B668 0x00004998
free 0x087FF0A4 0x00000F5C
free 0x08800000 0x01800000

# all existing objects (symbols)

# generated by elf2ref on 2025-03-22

dat 0x085D7544 gUnk_085D7544 0x00
dat 0x085D77E4 gUnk_085D77E4 0x00
dat 0x085D77F4 gUnk_085D77F4 0x00
dat 0x085D7A40 gUnk_085D7A40 0x00
dat 0x085D7A50 gUnk_085D7A50 0x00
dat 0x085D8608 gUnk_085D8608 0x00
dat 0x085D9208 gUnk_085D9208 0x00
dat 0x085D9E38 gUnk_085D9E38 0x00
dat 0x085DAA68 gUnk_085DAA68 0x00
dat 0x085DB6A4 gUnk_085DB6A4 0x00
dat 0x085DC850 gUnk_085DC850 0x00
dat 0x085DC954 gUnk_085DC954 0x00
dat 0x085DC97C gUnk_085DC97C 0x00
dat 0x085DDAF0 gUnk_085DDAF0 0x00
dat 0x085DDBF4 gUnk_085DDBF4 0x00
dat 0x085DDC1C gUnk_085DDC1C 0x00
dat 0x085DEDC0 gUnk_085DEDC0 0x00
dat 0x085DEEC4 gUnk_085DEEC4 0x00
dat 0x085DEEEC gUnk_085DEEEC 0x00
dat 0x085E0090 gUnk_085E0090 0x00
dat 0x085E0194 gUnk_085E0194 0x00
dat 0x085E01BC gUnk_085E01BC 0x00
dat 0x085E0280 gUnk_085E0280 0x00
dat 0x085E0324 gUnk_085E0324 0x00
dat 0x085E03C8 gUnk_085E03C8 0x00
dat 0x085E046C gUnk_085E046C 0x00
dat 0x085E0510 gUnk_085E0510 0x00
dat 0x085E05B4 gUnk_085E05B4 0x00
dat 0x085E0748 gUnk_085E0748 0x00
dat 0x085E08DC gUnk_085E08DC 0x00
dat 0x085E0A88 gUnk_085E0A88 0x00
dat 0x085E0C34 gUnk_085E0C34 0x00
dat 0x085E0DE0 gUnk_085E0DE0 0x00
dat 0x085E0F88 gUnk_085E0F88 0x00
dat 0x085E19DC gUnk_085E19DC 0x00
dat 0x085E2508 gUnk_085E2508 0x00
dat 0x085E2920 gUnk_085E2920 0x00
dat 0x085E294C gUnk_085E294C 0x00
dat 0x085E2CA8 gUnk_085E2CA8 0x00
dat 0x085E2CD4 gUnk_085E2CD4 0x00
dat 0x085E3AA4 gUnk_085E3AA4 0x00
dat 0x085E48C4 gUnk_085E48C4 0x00
dat 0x085E5858 gUnk_085E5858 0x00
dat 0x085E5C10 gUnk_085E5C10 0x00
dat 0x085E5C2C gUnk_085E5C2C 0x00
dat 0x085E5C34 gUnk_085E5C34 0x00
dat 0x085E5C3C gUnk_085E5C3C 0x00
dat 0x085E5C44 gUnk_085E5C44 0x00
dat 0x085E79F8 gUnk_085E79F8 0x00
dat 0x085E7A64 gUnk_085E7A64 0x00
dat 0x085E7AC4 gUnk_085E7AC4 0x00
dat 0x085E7ACC gUnk_085E7ACC 0x00
dat 0x085E90AC gUnk_085E90AC 0x00
dat 0x085E9160 gUnk_085E9160 0x00
dat 0x085EA7F0 gUnk_085EA7F0 0x00
dat 0x085EA8A4 gUnk_085EA8A4 0x00
dat 0x085EABC0 gUnk_085EABC0 0x00
dat 0x085EAC34 gUnk_085EAC34 0x00
dat 0x085EADB0 gUnk_085EADB0 0x00
dat 0x085EB1A8 gUnk_085EB1A8 0x00
dat 0x085EB1DC gUnk_085EB1DC 0x00
dat 0x085EB264 gUnk_085EB264 0x00
dat 0x085EB83C gUnk_085EB83C 0x00
dat 0x085EBF40 gUnk_085EBF40 0x00
dat 0x085EBF50 gUnk_085EBF50 0x00
dat 0x085EBF58 gUnk_085EBF58 0x00
dat 0x085EBF60 gUnk_085EBF60 0x00
dat 0x085EC478 gUnk_085EC478 0x00
dat 0x085EC630 gUnk_085EC630 0x00
dat 0x085EC938 gUnk_085EC938 0x00
dat 0x085ECC34 gUnk_085ECC34 0x00
dat 0x085ED8CC gUnk_085ED8CC 0x00
dat 0x085ED8F8 gUnk_085ED8F8 0x00
dat 0x085ED924 gUnk_085ED924 0x00
dat 0x085EDCC8 gUnk_085EDCC8 0x00
dat 0x085F0A14 gUnk_085F0A14 0x00
dat 0x085F0AA4 gUnk_085F0AA4 0x00
dat 0x085F1FC0 gUnk_085F1FC0 0x00
dat 0x085F2034 gUnk_085F2034 0x00
dat 0x085F35C0 gUnk_085F35C0 0x00
dat 0x085F3634 gUnk_085F3634 0x00
dat 0x085F63A8 gUnk_085F63A8 0x00
dat 0x085F6674 gUnk_085F6674 0x00
dat 0x085F9358 gUnk_085F9358 0x00
dat 0x085FE3C4 gUnk_085FE3C4 0x00
dat 0x085FE544 gUnk_085FE544 0x00
dat 0x085FEAF8 gUnk_085FEAF8 0x00
dat 0x085FEB0C gUnk_085FEB0C 0x00
dat 0x085FEB20 gUnk_085FEB20 0x00
dat 0x085FEB34 gUnk_085FEB34 0x00
dat 0x085FEB48 gUnk_085FEB48 0x00
dat 0x085FEEBC gUnk_085FEEBC 0x00
dat 0x085FEEC8 gUnk_085FEEC8 0x00
dat 0x085FEED4 gUnk_085FEED4 0x00
dat 0x085FEEE0 gUnk_085FEEE0 0x00
dat 0x085FEEEC gUnk_085FEEEC 0x00
dat 0x08602FAC gUnk_08602FAC 0x00
dat 0x086030FC gUnk_086030FC 0x00
dat 0x08603B1C gUnk_08603B1C 0x00
dat 0x08603B24 gUnk_08603B24 0x00
dat 0x08603B2C gUnk_08603B2C 0x00
dat 0x08603B34 gUnk_08603B34 0x00
dat 0x08603B58 gUnk_08603B58 0x00
dat 0x08603BA4 gUnk_08603BA4 0x00
dat 0x08603BC0 gUnk_08603BC0 0x00
dat 0x086046D8 ProcScr_EkrDragonMoveBg3 0x18
dat 0x086046F0 ProcScr_EkrDragonBark 0x20
dat 0x08604710 ProcScr_EkrManakete 0x88
dat 0x08604798 ProcScr_EkrManaketeEnterfx 0x48
dat 0x086047E0 ProcScr_EkrManaketeExitfx 0x48
dat 0x08604828 ProcScr_EkrManaketefx 0x18
dat 0x08604840 ProcScr_EkrDragonFae 0x48
dat 0x08604888 ProcScr_EkrFaefx 0x18
dat 0x086048A0 TsaLut_EkrFaefx 0x30
dat 0x086048D0 ProcScr_EkrDragonIdunn 0x78
dat 0x08604948 gUnk_08604948 0x00
dat 0x08604968 gUnk_08604968 0x00
dat 0x08604988 gUnk_08604988 0x00
dat 0x086049A8 gUnk_086049A8 0x00
dat 0x086049D0 ProcScr_EkrIdunnDeamon1 0x00
dat 0x086049E8 ProcScr_EkrIdunnDeamon2 0x00
dat 0x08604A00 ProcScr_EkrIdunnBodyFlashing 0x00
dat 0x08604A18 gUnk_08604A18 0x00
dat 0x08604A3C gUnk_08604A3C 0x00
dat 0x08604A6C gUnk_08604A6C 0x00
dat 0x08604A9C gUnk_08604A9C 0x00
dat 0x08604ACC gUnk_08604ACC 0x00
dat 0x08604AE4 AnimSprite_Manaketefx1_1 0x00
dat 0x08604AFC AnimSprite_Manaketefx1_2 0x00
dat 0x08604B14 AnimSprite_Manaketefx1_3 0x00
dat 0x08604B68 AnimSprite_Manaketefx1_4 0x00
dat 0x08604C34 AnimScr_ManaketeEnter1 0x00
dat 0x08604C48 AnimScr_ManaketeExit3 0x00
dat 0x08604C5C AnimSprite_Manaketefx2_1 0x00
dat 0x08604CF8 AnimSprite_Manaketefx2_2 0x00
dat 0x08604DA0 AnimSprite_Manaketefx2_3 0x00
dat 0x08604E30 AnimScr_ManaketeEnter2 0x00
dat 0x08604E4C AnimScr_ManaketeExit2 0x00
dat 0x08604E68 AnimSprite_Manaketefx3_1 0x00
dat 0x08604F34 AnimSprite_Manaketefx3_2 0x00
dat 0x08604F94 AnimScr_ManaketeEnter3 0x00
dat 0x08604FA0 AnimScr_ManaketeExit1 0x00
dat 0x08604FAC AnimSprite_Idunnfx_1 0x00
dat 0x0860503C AnimSprite_Idunnfx_2 0x00
dat 0x086050CC AnimSprite_Idunnfx_3 0x00
dat 0x0860515C AnimSprite_Idunnfx_4 0x00
dat 0x086051EC AnimSprite_Idunnfx_5 0x00
dat 0x0860527C AnimSprite_Idunnfx_6 0x00
dat 0x0860530C AnimSprite_Idunnfx_7 0x00
dat 0x08605390 AnimSprite_Idunnfx_8 0x00
dat 0x08605468 AnimSprite_Idunnfx_9 0x00
dat 0x08605540 AnimSprite_Idunnfx_10 0x00
dat 0x08605618 AnimSprite_Idunnfx_11 0x00
dat 0x086056F0 AnimSprite_Idunnfx_12 0x00
dat 0x086057C8 AnimSprite_Idunnfx_13 0x00
dat 0x086058A0 AnimSprite_Idunnfx_14 0x00
dat 0x08605978 AnimSprite_Idunnfx_15 0x00
dat 0x08605A50 AnimScr_EkrIdunnDeamon1 0x00
dat 0x08605A70 AnimScr_EkrIdunnDeamon2 0x00
dat 0x08605A94 gUnk_08605A94 0x280
dat 0x08605D14 gEfxTmyPalRefs 0x14
dat 0x08605D28 ProcScr_EkrSubAnimeEmulator 0x00
dat 0x08605D40 ProcScr_EfxSoundSE 0x00
dat 0x08605F18 gBanimBossBGMs 0x00
dat 0x08605F34 gUnk_08605F34 0x00
dat 0x08605F50 gUnk_08605F50 0x00
dat 0x08605F6C gUnk_08605F6C 0x00
dat 0x08605F88 ProcScr_EkrClasschg 0x00
dat 0x08605FA8 gUnk_08605FA8 0x00
dat 0x08605FC0 gUnk_08605FC0 0x00
dat 0x0860601C gUnk_0860601C 0x00
dat 0x08606078 gUnk_08606078 0x00
dat 0x086060D4 gUnk_086060D4 0x00
dat 0x086060EC gUnk_086060EC 0x00
dat 0x08606104 gUnk_08606104 0x00
dat 0x08606124 gUnk_08606124 0x00
dat 0x0860613C gUnk_0860613C 0x00
dat 0x0860615C gUnk_0860615C 0x00
dat 0x08606174 gUnk_08606174 0x00
dat 0x0860618C FaceConfig_EkrLevelup 0x20
dat 0x086061AC ProcScr_EkrLevelup 0xA8
dat 0x08606254 gUnk_08606254 0x00
dat 0x0860626C gUnk_0860626C 0x00
dat 0x0860628C gUnk_0860628C 0x00
dat 0x086062AC gUnk_086062AC 0x00
dat 0x086062EC gUnk_086062EC 0x00
dat 0x08606314 ProcScr_EkrTriangle 0x00
dat 0x0860632C gUnk_0860632C 0x00
dat 0x08606344 gUnk_08606344 0x00
dat 0x0860635C gUnk_0860635C 0x00
dat 0x08606374 gUnk_08606374 0x00
dat 0x0860638C gUnk_0860638C 0x00
dat 0x086063A4 gUnk_086063A4 0x00
dat 0x086063BC gUnk_086063BC 0x00
dat 0x086063DC gUnk_086063DC 0x00
dat 0x086068A4 gUnk_086068A4 0x00
dat 0x08606BD8 gUnk_08606BD8 0x00
dat 0x08606C70 gUnk_08606C70 0x00
dat 0x08606D00 gUnk_08606D00 0x00
dat 0x08606D90 gUnk_08606D90 0x00
dat 0x08606E1C gUnk_08606E1C 0x00
dat 0x08606F0C gUnk_08606F0C 0x00
dat 0x08607084 gUnk_08607084 0x00
dat 0x086071D8 gUnk_086071D8 0x00
dat 0x086074A0 gUnk_086074A0 0x00
dat 0x08607504 gUnk_08607504 0x00
dat 0x08607648 AnimSprite_08607648 0x00
dat 0x08607660 AnimScr_EkrPopup 0x00
dat 0x08607668 ProcScr_EkrPopup 0x68
dat 0x086076D0 PInfoTable 0x2A60
dat 0x0860A130 JInfoTable 0x1518
dat 0x0860B648 IInfoTable 0x1000
dat 0x0860C648 MoveTable_BigFootie 0x33
dat 0x0860C67B MoveTable_Footie 0x33
dat 0x0860C6AE MoveTable_Armor 0x33
dat 0x0860C6E1 MoveTable_Fighter 0x33
dat 0x0860C714 MoveTable_Berserker 0x33
dat 0x0860C747 MoveTable_Brigand 0x33
dat 0x0860C77A MoveTable_Pirate 0x33
dat 0x0860C7AD MoveTable_Thief 0x33
dat 0x0860C7E0 MoveTable_Mages 0x33
dat 0x0860C813 MoveTable_Civilian 0x33
dat 0x0860C846 MoveTable_Horsie 0x33
dat 0x0860C879 MoveTable_BigHorsie 0x33
dat 0x0860C8AC MoveTable_Nomad 0x33
dat 0x0860C8DF MoveTable_NomadTrooper 0x33
dat 0x0860C912 MoveTable_Flying 0x33
dat 0x0860C945 MoveTable_Dragon 0x33
dat 0x0860C978 TerrainAvoTable_Default 0x33
dat 0x0860C9AB TerrainDefTable_Default 0x33
dat 0x0860C9DE TerrainResTable_Default 0x33
dat 0x0860CA11 TerrainAvoTable_Flying 0x33
dat 0x0860CA44 TerrainDefTable_Flying 0x33
dat 0x0860CA77 TerrainResTable_Flying 0x33
dat 0x0860CAAA gUnk_Jinfo44_Brigand 0x33
dat 0x0860CADD gUnk_Jinfo44_Pirate 0x33
dat 0x0860CB10 gUnk_Jinfo44_Berserker 0x33
dat 0x0860CB43 gUnk_Jinfo44_Priests 0x33
dat 0x0860CB76 gUnk_Jinfo44_King 0x33
dat 0x0860CBA9 TerrainHealAmountTable 0x33
dat 0x0860CBDC TerrainHealsStatusTable 0x33
dat 0x0860CC0F Terrain_BanimUnk_0860CC0F 0x33
dat 0x0860CC42 Terrain_BanimUnk_0860CC42 0x33
dat 0x0860CC75 Terrain_BanimUnk_0860CC75 0x33
dat 0x0860CCA8 Terrain_BanimUnk_0860CCA8 0x33
dat 0x0860CCDB Terrain_BanimUnk_0860CCDB 0x33
dat 0x0860CD0E Terrain_BanimUnk_0860CD0E 0x33
dat 0x0860CD41 Terrain_BanimUnk_0860CD41 0x33
dat 0x0860CD74 Terrain_BanimUnk_0860CD74 0x33
dat 0x0860CDA7 Terrain_BanimUnk_0860CDA7 0x33
dat 0x0860CDDA Terrain_BanimUnk_0860CDDA 0x33
dat 0x0860CE0D Terrain_BanimUnk_0860CE0D 0x33
dat 0x0860CE40 Terrain_BanimUnk_0860CE40 0x33
dat 0x0860CE73 Terrain_BanimUnk_0860CE73 0x33
dat 0x0860CEA6 Terrain_BanimUnk_0860CEA6 0x33
dat 0x0860CED9 Terrain_BanimUnk_0860CED9 0x33
dat 0x0860CF0C Terrain_BanimUnk_0860CF0C 0x33
dat 0x0860CF3F Terrain_BanimUnk_0860CF3F 0x33
dat 0x0860CF72 Terrain_BanimUnk_0860CF72 0x33
dat 0x0860CFA5 Terrain_BanimUnk_0860CFA5 0x33
dat 0x0860CFD8 Terrain_BanimUnk_0860CFD8 0x33
dat 0x0860D00C TerrainNameStringTable 0xCC
dat 0x0866075C FaceInfoTable 0x00
dat 0x086615BC JList_HorseEffectiveness 0x05
dat 0x086615C1 JList_ArmorEffectiveness 0x05
dat 0x086615C6 JList_RapierEffectiveness 0x09
dat 0x086615CF JList_DragonEffectiveness 0x05
dat 0x086615D4 JList_WyrmEffectiveness 0x07
dat 0x086615DB JList_BowEffectiveness 0x07
dat 0x086615E2 JList_HeroCrestPromotes 0x08
dat 0x086615EA JList_KnightCrestPromotes 0x05
dat 0x086615EF JList_OrionBoltPromotes 0x05
dat 0x086615F4 JList_ElysianWhipPromotes 0x04
dat 0x086615F8 JList_GuidingRingPromotes 0x08
dat 0x08661600 gPidDebugTable 0xA98
dat 0x08662098 SupportInfo_Roy 0x20
dat 0x086620B8 SupportInfo_Clarine 0x20
dat 0x086620D8 SupportInfo_Fae 0x20
dat 0x086620F8 SupportInfo_Sin 0x20
dat 0x08662118 SupportInfo_Sue 0x20
dat 0x08662138 SupportInfo_Dayan 0x20
dat 0x08662158 SupportInfo_Barthe 0x20
dat 0x08662178 SupportInfo_Bors 0x20
dat 0x08662198 SupportInfo_Gwendolyn 0x20
dat 0x086621B8 SupportInfo_Douglas 0x20
dat 0x086621D8 SupportInfo_Wolt 0x20
dat 0x086621F8 SupportInfo_Dorothy 0x20
dat 0x08662218 SupportInfo_Klein 0x20
dat 0x08662238 SupportInfo_Saul 0x20
dat 0x08662258 SupportInfo_Elen 0x20
dat 0x08662278 SupportInfo_Yoder 0x20
dat 0x08662298 SupportInfo_Chad 0x20
dat 0x086622B8 SupportInfo_Karel 0x20
dat 0x086622D8 SupportInfo_Fir 0x20
dat 0x086622F8 SupportInfo_Rutger 0x20
dat 0x08662318 SupportInfo_Dieck 0x20
dat 0x08662338 SupportInfo_Ogier 0x20
dat 0x08662358 SupportInfo_Garret 0x20
dat 0x08662378 SupportInfo_Alen 0x20
dat 0x08662398 SupportInfo_Lance 0x20
dat 0x086623B8 SupportInfo_Perceval 0x20
dat 0x086623D8 SupportInfo_Igrene 0x20
dat 0x086623F8 SupportInfo_Marcus 0x20
dat 0x08662418 SupportInfo_Astolfo 0x20
dat 0x08662438 SupportInfo_Ward 0x20
dat 0x08662458 SupportInfo_Lot 0x20
dat 0x08662478 SupportInfo_Bartre 0x20
dat 0x08662498 SupportInfo_Lugh 0x20
dat 0x086624B8 SupportInfo_Lilina 0x20
dat 0x086624D8 SupportInfo_Hugh 0x20
dat 0x086624F8 SupportInfo_Niime 0x20
dat 0x08662518 SupportInfo_Raigh 0x20
dat 0x08662538 SupportInfo_Larum 0x20
dat 0x08662558 SupportInfo_Juno 0x20
dat 0x08662578 SupportInfo_Thea 0x20
dat 0x08662598 SupportInfo_Shanna 0x20
dat 0x086625B8 SupportInfo_Zeiss 0x20
dat 0x086625D8 SupportInfo_Elffin 0x20
dat 0x086625F8 SupportInfo_Cath 0x20
dat 0x08662618 SupportInfo_Sophia 0x20
dat 0x08662638 SupportInfo_Melady 0x20
dat 0x08662658 SupportInfo_Gonzalez 0x20
dat 0x08662678 SupportInfo_Noah 0x20
dat 0x08662698 SupportInfo_Trec 0x20
dat 0x086626B8 SupportInfo_Zelot 0x20
dat 0x086626D8 SupportInfo_Echidna 0x20
dat 0x086626F8 SupportInfo_Cecilia 0x20
dat 0x08662718 SupportInfo_Geese 0x20
dat 0x08662738 ItemBonuses_Durandal 0x0C
dat 0x08662744 ItemBonuses_BindingBlade 0x0C
dat 0x08662750 ItemBonuses_Maltet 0x0C
dat 0x0866275C ItemBonuses_Armads 0x0C
dat 0x08662768 ItemBonuses_Mulagir 0x0C
dat 0x08662774 ItemBonuses_Forblaze 0x0C
dat 0x08662780 ItemBonuses_Aureola 0x0C
dat 0x0866278C ItemBonuses_Apocalypse 0x0C
dat 0x08662798 ItemBonuses_Firestone 0x0C
dat 0x086627A4 ItemBonuses_Divinestone 0x0C
dat 0x086627B0 ItemBonuses_Demonstone 0x0C
dat 0x086627BC ItemBonuses_SecretBook 0x0C
dat 0x086627C8 ItemBonuses_GoddessIcon 0x0C
dat 0x086627D4 ItemBonuses_SeraphRobe 0x0C
dat 0x086627E0 ItemBonuses_Dracoshield 0x0C
dat 0x086627EC ItemBonuses_EnergyRing 0x0C
dat 0x086627F8 ItemBonuses_Speedwing 0x0C
dat 0x08662804 ItemBonuses_Talisman 0x0C
dat 0x08662810 ItemBonuses_Boots 0x0C
dat 0x0866281C ItemBonuses_BodyRing 0x0C
dat 0x08662828 BanimInfo_Roy 0x10
dat 0x08662838 BanimInfo_Mercenary 0x0C
dat 0x08662844 BanimInfo_Hero 0x18
dat 0x0866285C BanimInfo_Hero_F 0x18
dat 0x08662874 BanimInfo_Myrmidon 0x0C
dat 0x08662880 BanimInfo_Myrmidon_F 0x0C
dat 0x0866288C BanimInfo_Swordmaster 0x0C
dat 0x08662898 BanimInfo_Swordmaster_F 0x0C
dat 0x086628A4 BanimInfo_Fighter 0x14
dat 0x086628B8 BanimInfo_Warrior 0x18
dat 0x086628D0 BanimInfo_Armor 0x0C
dat 0x086628DC BanimInfo_Armor_F 0x0C
dat 0x086628E8 BanimInfo_General 0x18
dat 0x08662900 BanimInfo_General_F 0x18
dat 0x08662918 BanimInfo_Archer 0x18
dat 0x08662930 BanimInfo_Archer_F 0x18
dat 0x08662948 BanimInfo_Sniper 0x18
dat 0x08662960 BanimInfo_Sniper_F 0x18
dat 0x08662978 BanimInfo_Priest 0x0C
dat 0x08662984 BanimInfo_Cleric 0x0C
dat 0x08662990 BanimInfo_Bishop 0x18
dat 0x086629A8 BanimInfo_Bishop_F 0x18
dat 0x086629C0 BanimInfo_Mage 0x14
dat 0x086629D4 BanimInfo_Mage_F 0x14
dat 0x086629E8 BanimInfo_Sage 0x18
dat 0x08662A00 BanimInfo_Sage_F 0x18
dat 0x08662A18 BanimInfo_Shaman 0x14
dat 0x08662A2C BanimInfo_Shaman_F 0x14
dat 0x08662A40 BanimInfo_Druid 0x18
dat 0x08662A58 BanimInfo_Druid_F 0x18
dat 0x08662A70 BanimInfo_Cavalier 0x10
dat 0x08662A80 BanimInfo_Paladin 0x14
dat 0x08662A94 BanimInfo_Troubadour 0x0C
dat 0x08662AA0 BanimInfo_Valkyrie 0x18
dat 0x08662AB8 BanimInfo_Nomad 0x0C
dat 0x08662AC4 BanimInfo_Nomad_F 0x0C
dat 0x08662AD0 BanimInfo_Nomadtrooper 0x10
dat 0x08662AE0 BanimInfo_Nomadtrooper_F 0x10
dat 0x08662AF0 BanimInfo_Pegasusknight 0x0C
dat 0x08662AFC BanimInfo_Falconknight 0x10
dat 0x08662B0C BanimInfo_Wyvernrider 0x0C
dat 0x08662B18 BanimInfo_Wyvernrider_F 0x0C
dat 0x08662B24 BanimInfo_Wyvernlord 0x10
dat 0x08662B34 BanimInfo_Wyvernlord_F 0x10
dat 0x08662B44 BanimInfo_Soldier 0x0C
dat 0x08662B50 BanimInfo_Brigand 0x14
dat 0x08662B64 BanimInfo_Pirate 0x14
dat 0x08662B78 BanimInfo_Berserker 0x14
dat 0x08662B8C BanimInfo_Thief 0x0C
dat 0x08662B98 BanimInfo_Thief_F 0x0C
dat 0x08662BA4 BanimInfo_Bard 0x08
dat 0x08662BAC BanimInfo_Dancer 0x08
dat 0x08662BB4 BanimInfo_Manakete 0x0C
dat 0x08662BC0 BanimInfo_Manakete_F 0x0C
dat 0x08662BCC BanimInfo_Firedragon 0x10
dat 0x08662BDC BanimInfo_Divinedragon 0x10
dat 0x08662BEC BanimInfo_Demondragon 0x0C
dat 0x08662BF8 BanimInfo_King 0x0C
dat 0x08662C04 BanimInfo_Roy_Promoted 0x10
dat 0x08662C14 UnitSpriteTable 0x00
dat 0x08662E4C gSpellAssoc 0x00
dat 0x0866350C AffinityBonuses 0x00
dat 0x0866354C gCreditInfo 0x00
dat 0x086637A4 ChapterInfoTable 0x00
dat 0x08664398 ChapterAssets 0x00
dat 0x0866472C gMuFlashPalLut 0x18
dat 0x08664744 ProcScr_MuStepSe 0x30
dat 0x08664774 ProcScr_MuFogBump 0x20
dat 0x08664794 sMoveOffsetLut 0x10
dat 0x086647A4 MuSoundScr_Foot 0x24
dat 0x086647C8 MuSoundScr_FootHeavy 0x44
dat 0x0866480C MuSoundScr_Mounted 0x2E
dat 0x0866483A MuSoundScr_Wyvern 0x2C
dat 0x08664866 MuSoundScr_Pegasus 0x2C
dat 0x08664894 sMuStateFuncs 0x20
dat 0x086648B4 ProcScr_Mu 0x20
dat 0x086648D4 sMuChrOffLut 0x08
dat 0x086648DC sMuWalkSpeedLut 0x02
dat 0x086648DE sMuImgBufOffLut 0x05
dat 0x086648E4 ProcScr_MuDeathFade 0x18
dat 0x086648FC ProcScr_MuRestorePalInfo 0x18
dat 0x08664914 ProcScr_Unk_08664914 0x88
dat 0x0866499C ProcScr_MuFlashFadeFrom 0x18
dat 0x086649B4 MuInfoTable 0x00
dat 0x08664C0C ProcScr_PoisonDamageManim 0x40
dat 0x08664C4C ProcScr_TrapDamageManim 0x40
dat 0x08664C8C ProcScr_StealManim 0xD0
dat 0x08664D5C ProcScr_RefreshManim 0x48
dat 0x08664DA4 ProcScr_BattleManim 0xA8
dat 0x08664E4C ProcScr_EndManim 0x98
dat 0x08664EE4 gManimHpBarTilesBaseInfo 0x1C
dat 0x08664F00 gManimWindowBarPalTable 0x08
dat 0x08664F08 gManimInfoFrameTsaTable 0x18
dat 0x08664F20 ProcScr_ManimInfoWindow 0x38
dat 0x08664F58 gManimExpBarTilesBaseInfo 0x36
dat 0x08664F90 ProcScr_ManimExpBar 0x78
dat 0x08665008 gManimDebugHitKindNameLut 0x28
dat 0x08665030 gManimDebugParamInfoTable 0x50
dat 0x08665080 gManimDebugParamLabelList 0x28
dat 0x086650A8 gManimDebugSt 0x04
dat 0x086650AC ProcScr_ManimDebug 0x60
dat 0x0866510C ProcScr_ManimRubbleAnim 0x20
dat 0x0866512C ProcScr_ManimPoisonAnim 0x20
dat 0x0866514C ProcScr_Unk_0866514C 0x38
dat 0x08665184 gUnk_08665184 0x10
dat 0x08665194 ProcScr_Unk_08665194 0x18
dat 0x086651AC ProcScr_Unk_086651AC 0x40
dat 0x086651EC ProcScr_Unk_086651EC 0x30
dat 0x08665234 ProcScr_Unk_08665234 0x20
dat 0x08665254 ProcScr_Unk_08665254 0x38
dat 0x0866528C ProcScr_Unk_0866528C 0x30
dat 0x086652D4 ProcScr_Unk_086652D4 0x48
dat 0x0866531C ProcScr_Unk_0866531C 0x28
dat 0x08665344 ProcScr_Unk_08665344 0x40
dat 0x08665384 ProcScr_Unk_08665384 0x40
dat 0x086653C4 ProcScr_Unk_086653C4 0x40
dat 0x08665404 ProcScr_Unk_08665404 0x48
dat 0x0866544C gUnk_0866544C 0x07
dat 0x08665454 ProcScr_Unk_08665454 0x40
dat 0x08665494 ProcScr_Unk_08665494 0x28
dat 0x086654BC ProcScr_Unk_086654BC 0x58
dat 0x08665514 ProcScr_Unk_08665514 0x10
dat 0x08665524 gManimLevelUpLabelInfoList 0x78
dat 0x0866559C ProcScr_ManimLevelUpStatGainLabel 0x10
dat 0x086655AC ProcScr_ManimLevelUpLabelColor 0x18
dat 0x086655C4 ProcScr_ManimLevelUp 0xC0
dat 0x08665684 ProcScr_Unk_08665684 0x18
dat 0x0866569C ProcScr_Unk_0866569C 0x18
dat 0x086656B4 ProcScr_Unk_086656B4 0x18
dat 0x086656CC ProcScr_Unk_086656CC 0x30
dat 0x086656FC ProcScr_DefaultManimRound 0xB8
dat 0x086657B4 ProcScr_Unk_086657B4 0x78
dat 0x0866582C ProcScr_Unk_0866582C 0x48
dat 0x08665874 ProcScr_Unk_08665874 0x48
dat 0x086658BC ProcScr_Unk_086658BC 0x58
dat 0x08665914 ProcScr_Unk_08665914 0x58
dat 0x0866596C ProcScr_Unk_0866596C 0x68
dat 0x086659D4 ProcScr_Unk_086659D4 0x68
dat 0x08665A3C ProcScr_Unk_08665A3C 0x68
dat 0x08665AA4 ProcScr_Unk_08665AA4 0x68
dat 0x08665B0C ProcScr_Unk_08665B0C 0x48
dat 0x08665B54 ProcScr_Unk_08665B54 0x88
dat 0x08665BDC ProcScr_Unk_08665BDC 0xA0
dat 0x08665C7C ProcScr_Unk_08665C7C 0xA0
dat 0x08665D1C ProcScr_Unk_08665D1C 0xA0
dat 0x08665DBC ProcScr_Unk_08665DBC 0x88
dat 0x08665E44 ProcScr_Unk_08665E44 0x88
dat 0x08665ECC ProcScr_Unk_08665ECC 0x38
dat 0x08665F04 ProcScr_PoisonDamageManimHit 0x50
dat 0x08665F54 ProcScr_TrapDamageManimHit 0x38
dat 0x08665F8C ProcScr_Unk_08665F8C 0x88
dat 0x08666014 ProcScr_Unk_08666014 0xE8
dat 0x086660FC ProcScr_ManimShiftingSineWaveScanlineBuf 0x18
dat 0x08666114 gEventListCmdInfoTable 0x70
dat 0x08666184 gFlagBitMaskLut 0x08
dat 0x0866618C gBattleTalkList 0x00
dat 0x086663CC gBattleTalkExtList 0x00
dat 0x08666528 gTriangleAttackTalkList 0x00
dat 0x08666598 gBattleDefeatTalkList 0x00
dat 0x08666C78 gHardModeBonusLevelsOverrideList 0x00
dat 0x08666CF8 gSupportTalkList 0x00
